Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
TCF4 mouse	2/19	0.1675441510581105	0.37295138710110476	0	0	2.9116130988477864	5.2016211830669175	PLAUR;MITF
XBP1 human	2/19	0.1675441510581105	0.37295138710110476	0	0	2.9116130988477864	5.2016211830669175	CXCL8;VEGFA
FOS mouse	4/56	0.17293870898487207	0.38279691764067186	0	0	1.9051878354203935	3.343257965241124	SPI1;SRXN1;STAR;CCL5
NFYA human	2/20	0.18162397523519613	0.3919075868238028	0	0	2.74971363115693	4.690507705316079	HBB;FAS
RB1 mouse	2/20	0.18162397523519613	0.3919075868238028	0	0	2.74971363115693	4.690507705316079	SPI1;MYBL2
RXRA human	2/20	0.18162397523519613	0.3919075868238028	0	0	2.74971363115693	4.690507705316079	IL2RB;PLD1
SREBF2 human	2/20	0.18162397523519613	0.3919075868238028	0	0	2.74971363115693	4.690507705316079	LRP1;FAS
NFATC2 mouse	2/21	0.19586921827676826	0.3919075868238028	0	0	2.6048562126966903	4.246718172877495	CX3CR1;CCNA2
SMAD4 mouse	3/40	0.20289555807311557	0.3919075868238028	0	0	2.0071490845684394	3.20153109606407	SNAI1;TNFSF13B;VEGFA
AHR mouse	2/22	0.21024576295359634	0.3919075868238028	0	0	2.4744845360824743	3.85890452385511	SERPINB2;E2F2
CTNNB1 human	2/22	0.21024576295359634	0.3919075868238028	0	0	2.4744845360824743	3.85890452385511	RB1;PLD1
GATA4 mouse	2/22	0.21024576295359634	0.3919075868238028	0	0	2.4744845360824743	3.85890452385511	HEXIM1;STAR
NR5A1 human	2/22	0.21024576295359634	0.3919075868238028	0	0	2.4744845360824743	3.85890452385511	STAR;CITED2
NRF1 mouse	2/22	0.21024576295359634	0.3919075868238028	0	0	2.4744845360824743	3.85890452385511	IL1RN;HMOX1
REL human	2/22	0.21024576295359634	0.3919075868238028	0	0	2.4744845360824743	3.85890452385511	CCL5;ICAM1
ARID3A human	1/6	0.21186882231845175	0.3919075868238028	0	0	4.946460746460747	7.675858223409978	CDK1
CEBPZ human	1/6	0.21186882231845175	0.3919075868238028	0	0	4.946460746460747	7.675858223409978	GZMB
EOMES mouse	1/6	0.21186882231845175	0.3919075868238028	0	0	4.946460746460747	7.675858223409978	PRF1
ETV2 mouse	1/6	0.21186882231845175	0.3919075868238028	0	0	4.946460746460747	7.675858223409978	SPI1
FOXO4 human	1/6	0.21186882231845175	0.3919075868238028	0	0	4.946460746460747	7.675858223409978	BCL6
FOXP2 human	1/6	0.21186882231845175	0.3919075868238028	0	0	4.946460746460747	7.675858223409978	PLAUR
FOXQ1 human	1/6	0.21186882231845175	0.3919075868238028	0	0	4.946460746460747	7.675858223409978	VEGFA
GFI1 human	1/6	0.21186882231845175	0.3919075868238028	0	0	4.946460746460747	7.675858223409978	ELANE
HES1 mouse	1/6	0.21186882231845175	0.3919075868238028	0	0	4.946460746460747	7.675858223409978	CORO1A
HOXA9 mouse	1/6	0.21186882231845175	0.3919075868238028	0	0	4.946460746460747	7.675858223409978	FLT3
MAF human	1/6	0.21186882231845175	0.3919075868238028	0	0	4.946460746460747	7.675858223409978	ITGB7
MEF2D human	1/6	0.21186882231845175	0.3919075868238028	0	0	4.946460746460747	7.675858223409978	CD14
PAX2 human	1/6	0.21186882231845175	0.3919075868238028	0	0	4.946460746460747	7.675858223409978	WT1
PAX3 human	1/6	0.21186882231845175	0.3919075868238028	0	0	4.946460746460747	7.675858223409978	MITF
PLAG1 mouse	1/6	0.21186882231845175	0.3919075868238028	0	0	4.946460746460747	7.675858223409978	FAS
RBL1 mouse	1/6	0.21186882231845175	0.3919075868238028	0	0	4.946460746460747	7.675858223409978	MYBL2
SATB1 mouse	1/6	0.21186882231845175	0.3919075868238028	0	0	4.946460746460747	7.675858223409978	SPI1
SFPQ human	1/6	0.21186882231845175	0.3919075868238028	0	0	4.946460746460747	7.675858223409978	CXCL8
SOX4 mouse	1/6	0.21186882231845175	0.3919075868238028	0	0	4.946460746460747	7.675858223409978	SPI1
SOX6 human	1/6	0.21186882231845175	0.3919075868238028	0	0	4.946460746460747	7.675858223409978	CCNA2
ZBTB33 mouse	1/6	0.21186882231845175	0.3919075868238028	0	0	4.946460746460747	7.675858223409978	BCL6
ZBTB7A human	1/6	0.21186882231845175	0.3919075868238028	0	0	4.946460746460747	7.675858223409978	CDKN2A
ZFP148 mouse	1/6	0.21186882231845175	0.3919075868238028	0	0	4.946460746460747	7.675858223409978	SPI1
SP3 mouse	5/83	0.22141196984135939	0.40491226874817204	0	0	1.5875543171791555	2.393603581554956	STAR;TESC;BSG;LPL;VEGFA
FOXM1 mouse	2/23	0.22472188971512236	0.40491226874817204	0	0	2.356529209621993	3.5180428672711965	CDKN2A;SNAI1
NOTCH1 mouse	2/23	0.22472188971512236	0.40491226874817204	0	0	2.356529209621993	3.5180428672711965	SPI1;CCNE1
FOXO1 human	2/24	0.23926814235993638	0.40491226874817204	0	0	2.2492970946579196	3.2168781736947505	IRS2;ADIPOR1
ARNT mouse	1/7	0.2425362828034736	0.40491226874817204	0	0	4.121836121836122	5.839009372616228	E2F2
E2F3 mouse	1/7	0.2425362828034736	0.40491226874817204	0	0	4.121836121836122	5.839009372616228	CDKN2A
E2F6 human	1/7	0.2425362828034736	0.40491226874817204	0	0	4.121836121836122	5.839009372616228	BRCA1
ELK1 mouse	1/7	0.2425362828034736	0.40491226874817204	0	0	4.121836121836122	5.839009372616228	HMOX1
FOXO4 mouse	1/7	0.2425362828034736	0.40491226874817204	0	0	4.121836121836122	5.839009372616228	BCL2L11
GABPA mouse	1/7	0.2425362828034736	0.40491226874817204	0	0	4.121836121836122	5.839009372616228	IL7R
HNF1B mouse	1/7	0.2425362828034736	0.40491226874817204	0	0	4.121836121836122	5.839009372616228	MAFB
HOXA1 human	1/7	0.2425362828034736	0.40491226874817204	0	0	4.121836121836122	5.839009372616228	PCNA
HOXA10 mouse	1/7	0.2425362828034736	0.40491226874817204	0	0	4.121836121836122	5.839009372616228	GFI1
HOXC8 mouse	1/7	0.2425362828034736	0.40491226874817204	0	0	4.121836121836122	5.839009372616228	PCNA
ING1 human	1/7	0.2425362828034736	0.40491226874817204	0	0	4.121836121836122	5.839009372616228	PCNA
JUND mouse	1/7	0.2425362828034736	0.40491226874817204	0	0	4.121836121836122	5.839009372616228	CCL5
MAX mouse	1/7	0.2425362828034736	0.40491226874817204	0	0	4.121836121836122	5.839009372616228	CEBPD
MEIS1 mouse	1/7	0.2425362828034736	0.40491226874817204	0	0	4.121836121836122	5.839009372616228	FLT3
NCOA3 human	1/7	0.2425362828034736	0.40491226874817204	0	0	4.121836121836122	5.839009372616228	BRCA1
NFATC2 human	1/7	0.2425362828034736	0.40491226874817204	0	0	4.121836121836122	5.839009372616228	CD3G
NR3C2 mouse	1/7	0.2425362828034736	0.40491226874817204	0	0	4.121836121836122	5.839009372616228	SGK1
SIN3A mouse	1/7	0.2425362828034736	0.40491226874817204	0	0	4.121836121836122	5.839009372616228	STAR
TBP mouse	1/7	0.2425362828034736	0.40491226874817204	0	0	4.121836121836122	5.839009372616228	PRG2
CREBBP human	2/25	0.2538572000883378	0.41062332187222855	0	0	2.1513895114298522	2.949519252107094	RAD51;BRCA1
IRF1 mouse	2/25	0.2538572000883378	0.41062332187222855	0	0	2.1513895114298522	2.949519252107094	CCL5;UPP1
NR1I2 human	2/26	0.26846375651694304	0.41062332187222855	0	0	2.0616408934707904	2.71113891941702	NOD2;THBS1
APEX1 mouse	1/8	0.2720118959610448	0.41062332187222855	0	0	3.5328185328185326	4.5994099336672125	TLR4
ATF3 mouse	1/8	0.2720118959610448	0.41062332187222855	0	0	3.5328185328185326	4.5994099336672125	SORT1
ATF5 human	1/8	0.2720118959610448	0.41062332187222855	0	0	3.5328185328185326	4.5994099336672125	SH2D1A
BRCA1 mouse	1/8	0.2720118959610448	0.41062332187222855	0	0	3.5328185328185326	4.5994099336672125	RAD51
CDX1 human	1/8	0.2720118959610448	0.41062332187222855	0	0	3.5328185328185326	4.5994099336672125	PCNA
DMTF1 mouse	1/8	0.2720118959610448	0.41062332187222855	0	0	3.5328185328185326	4.5994099336672125	CDKN2A
DNMT3A mouse	1/8	0.2720118959610448	0.41062332187222855	0	0	3.5328185328185326	4.5994099336672125	RB1
ERCC2 human	1/8	0.2720118959610448	0.41062332187222855	0	0	3.5328185328185326	4.5994099336672125	CPD
ERG mouse	1/8	0.2720118959610448	0.41062332187222855	0	0	3.5328185328185326	4.5994099336672125	SNAI1
FOXC1 mouse	1/8	0.2720118959610448	0.41062332187222855	0	0	3.5328185328185326	4.5994099336672125	SNAI1
FOXF2 human	1/8	0.2720118959610448	0.41062332187222855	0	0	3.5328185328185326	4.5994099336672125	WASF2
GLI1 mouse	1/8	0.2720118959610448	0.41062332187222855	0	0	3.5328185328185326	4.5994099336672125	FOXM1
HDAC5 human	1/8	0.2720118959610448	0.41062332187222855	0	0	3.5328185328185326	4.5994099336672125	WT1
HES1 human	1/8	0.2720118959610448	0.41062332187222855	0	0	3.5328185328185326	4.5994099336672125	CD4
HMGA2 mouse	1/8	0.2720118959610448	0.41062332187222855	0	0	3.5328185328185326	4.5994099336672125	SNAI1
ID3 mouse	1/8	0.2720118959610448	0.41062332187222855	0	0	3.5328185328185326	4.5994099336672125	VCAM1
MAZ human	1/8	0.2720118959610448	0.41062332187222855	0	0	3.5328185328185326	4.5994099336672125	CD4
MEF2C human	1/8	0.2720118959610448	0.41062332187222855	0	0	3.5328185328185326	4.5994099336672125	VEGFA
MYF6 mouse	1/8	0.2720118959610448	0.41062332187222855	0	0	3.5328185328185326	4.5994099336672125	RB1
PAX8 human	1/8	0.2720118959610448	0.41062332187222855	0	0	3.5328185328185326	4.5994099336672125	WT1
SP4 mouse	1/8	0.2720118959610448	0.41062332187222855	0	0	3.5328185328185326	4.5994099336672125	VEGFA
STAT5B human	1/8	0.2720118959610448	0.41062332187222855	0	0	3.5328185328185326	4.5994099336672125	BCL6
YY1 mouse	2/27	0.28306440450274073	0.4256644528294366	0	0	1.9790721649484535	2.4977490395440425	RB1;CDKN2C
AR human	5/93	0.29526131447357234	0.4256644528294366	0	0	1.4064153828060684	1.7156783943736498	BSG;HMOX1;HMMR;NDRG1;VEGFA
BCL11B mouse	1/9	0.30034192357000855	0.4256644528294366	0	0	3.091055341055341	3.7180255578519645	GFI1
DNMT3A human	1/9	0.30034192357000855	0.4256644528294366	0	0	3.091055341055341	3.7180255578519645	CDKN2A
ESRRA human	1/9	0.30034192357000855	0.4256644528294366	0	0	3.091055341055341	3.7180255578519645	SNAI1
FOSL1 human	1/9	0.30034192357000855	0.4256644528294366	0	0	3.091055341055341	3.7180255578519645	PLAUR
GFI1B mouse	1/9	0.30034192357000855	0.4256644528294366	0	0	3.091055341055341	3.7180255578519645	GFI1
HIC1 human	1/9	0.30034192357000855	0.4256644528294366	0	0	3.091055341055341	3.7180255578519645	VEGFA
HIPK2 human	1/9	0.30034192357000855	0.4256644528294366	0	0	3.091055341055341	3.7180255578519645	VEGFA
HOXA9 human	1/9	0.30034192357000855	0.4256644528294366	0	0	3.091055341055341	3.7180255578519645	VCAM1
MEN1 mouse	1/9	0.30034192357000855	0.4256644528294366	0	0	3.091055341055341	3.7180255578519645	SUV39H1
MYCN mouse	1/9	0.30034192357000855	0.4256644528294366	0	0	3.091055341055341	3.7180255578519645	NDRG1
POU3F2 human	1/9	0.30034192357000855	0.4256644528294366	0	0	3.091055341055341	3.7180255578519645	MITF
PPARGC1A human	1/9	0.30034192357000855	0.4256644528294366	0	0	3.091055341055341	3.7180255578519645	MFN2
SMARCA4 human	1/9	0.30034192357000855	0.4256644528294366	0	0	3.091055341055341	3.7180255578519645	CDKN2A
TBX2 mouse	1/9	0.30034192357000855	0.4256644528294366	0	0	3.091055341055341	3.7180255578519645	CDKN2A
TFCP2 human	1/9	0.30034192357000855	0.4256644528294366	0	0	3.091055341055341	3.7180255578519645	WT1
SOX9 mouse	2/29	0.3121631936594471	0.44048774282457737	0	0	1.8322833142420771	2.1331976845603733	VNN1;VEGFA
ABL1 human	1/10	0.32757083413096744	0.44048774282457737	0	0	2.7474617474617475	3.0663073204629385	BCL6
EPAS1 human	1/10	0.32757083413096744	0.44048774282457737	0	0	2.7474617474617475	3.0663073204629385	VEGFA
GATA2 mouse	1/10	0.32757083413096744	0.44048774282457737	0	0	2.7474617474617475	3.0663073204629385	SPI1
HOXB7 human	1/10	0.32757083413096744	0.44048774282457737	0	0	2.7474617474617475	3.0663073204629385	VEGFA
LMO2 human	1/10	0.32757083413096744	0.44048774282457737	0	0	2.7474617474617475	3.0663073204629385	GYPA
MBD2 human	1/10	0.32757083413096744	0.44048774282457737	0	0	2.7474617474617475	3.0663073204629385	ALOX5
MYF5 mouse	1/10	0.32757083413096744	0.44048774282457737	0	0	2.7474617474617475	3.0663073204629385	RB1
NFE2 mouse	1/10	0.32757083413096744	0.44048774282457737	0	0	2.7474617474617475	3.0663073204629385	HBB
NKX3-1 human	1/10	0.32757083413096744	0.44048774282457737	0	0	2.7474617474617475	3.0663073204629385	VEGFA
NR0B1 human	1/10	0.32757083413096744	0.44048774282457737	0	0	2.7474617474617475	3.0663073204629385	STAR
SPDEF human	1/10	0.32757083413096744	0.44048774282457737	0	0	2.7474617474617475	3.0663073204629385	PLAUR
TFAP2C human	1/10	0.32757083413096744	0.44048774282457737	0	0	2.7474617474617475	3.0663073204629385	CSTA
TRP63 mouse	1/10	0.32757083413096744	0.44048774282457737	0	0	2.7474617474617475	3.0663073204629385	VEGFA
ZNF382 human	1/10	0.32757083413096744	0.44048774282457737	0	0	2.7474617474617475	3.0663073204629385	MITF
SMAD3 human	2/31	0.3410002861790156	0.45398729847179436	0	0	1.7057412015641664	1.8351591339830913	VDR;VEGFA
ESR1 human	4/76	0.3427382820461927	0.45398729847179436	0	0	1.374533448176859	1.4718341269499204	CCNA2;BRCA1;CTSD;VEGFA
FOXP3 human	1/11	0.35374137215949464	0.45398729847179436	0	0	2.4725868725868727	2.5694856234495673	BRCA1
KLF5 mouse	1/11	0.35374137215949464	0.45398729847179436	0	0	2.4725868725868727	2.5694856234495673	VEGFA
MECP2 human	1/11	0.35374137215949464	0.45398729847179436	0	0	2.4725868725868727	2.5694856234495673	ALOX5
MSC human	1/11	0.35374137215949464	0.45398729847179436	0	0	2.4725868725868727	2.5694856234495673	CTLA4
NR0B1 mouse	1/11	0.35374137215949464	0.45398729847179436	0	0	2.4725868725868727	2.5694856234495673	STAR
PITX2 human	1/11	0.35374137215949464	0.45398729847179436	0	0	2.4725868725868727	2.5694856234495673	PLOD1
POU1F1 human	1/11	0.35374137215949464	0.45398729847179436	0	0	2.4725868725868727	2.5694856234495673	VDR
PPARD mouse	1/11	0.35374137215949464	0.45398729847179436	0	0	2.4725868725868727	2.5694856234495673	LPL
PRDM1 mouse	1/11	0.35374137215949464	0.45398729847179436	0	0	2.4725868725868727	2.5694856234495673	BCL6
PROX1 human	1/11	0.35374137215949464	0.45398729847179436	0	0	2.4725868725868727	2.5694856234495673	CCNE1
SOX10 human	1/11	0.35374137215949464	0.45398729847179436	0	0	2.4725868725868727	2.5694856234495673	MITF
STAT4 human	1/11	0.35374137215949464	0.45398729847179436	0	0	2.4725868725868727	2.5694856234495673	PRF1
ATF2 human	2/32	0.3552794251686846	0.4544808231053952	0	0	1.6487972508591064	1.7062589660713874	ST3GAL5;FAS
APC human	1/12	0.3788946250092564	0.4739189912814191	0	0	2.2476892476892476	2.181376001853615	SGK1
IRF7 human	1/12	0.3788946250092564	0.4739189912814191	0	0	2.2476892476892476	2.181376001853615	CCL5
NR1I2 mouse	1/12	0.3788946250092564	0.4739189912814191	0	0	2.2476892476892476	2.181376001853615	CD36
OTX2 human	1/12	0.3788946250092564	0.4739189912814191	0	0	2.2476892476892476	2.181376001853615	AURKA
SF1 human	1/12	0.3788946250092564	0.4739189912814191	0	0	2.2476892476892476	2.181376001853615	STAR
SOX10 mouse	1/12	0.3788946250092564	0.4739189912814191	0	0	2.2476892476892476	2.181376001853615	MITF
SREBF2 mouse	1/12	0.3788946250092564	0.4739189912814191	0	0	2.2476892476892476	2.181376001853615	HMOX1
RUNX2 mouse	3/57	0.3831232929289004	0.47769170067717326	0	0	1.3740501792114694	1.3182615818627745	SMURF1;THBS1;HBEGF
TWIST1 human	2/35	0.39739330891873426	0.487146056027692	0	0	1.4986722899094034	1.3830179301348913	TIMP1;ICAM1
AR mouse	1/13	0.40307008696707514	0.487146056027692	0	0	2.0602745602745602	1.872057805090048	CCR2
CDX2 mouse	1/13	0.40307008696707514	0.487146056027692	0	0	2.0602745602745602	1.872057805090048	GLB1
CUX1 mouse	1/13	0.40307008696707514	0.487146056027692	0	0	2.0602745602745602	1.872057805090048	CCNA2
HDAC7 human	1/13	0.40307008696707514	0.487146056027692	0	0	2.0602745602745602	1.872057805090048	MEF2D
KAT2B human	1/13	0.40307008696707514	0.487146056027692	0	0	2.0602745602745602	1.872057805090048	RB1
KLF5 human	1/13	0.40307008696707514	0.487146056027692	0	0	2.0602745602745602	1.872057805090048	ITGB2
MYBL2 mouse	1/13	0.40307008696707514	0.487146056027692	0	0	2.0602745602745602	1.872057805090048	CCNA1
STAT5A human	1/13	0.40307008696707514	0.487146056027692	0	0	2.0602745602745602	1.872057805090048	BCL6
ZEB1 human	1/13	0.40307008696707514	0.487146056027692	0	0	2.0602745602745602	1.872057805090048	BCL6
SREBF1 mouse	2/36	0.4111510064933718	0.4953929558360504	0	0	1.4545178896300788	1.2927678198272057	HMOX1;FAS
EP300 mouse	3/60	0.4148105125873045	0.4982784815835304	0	0	1.301528013582343	1.1452580472351117	CCNB2;HMOX1;TNFSF13B
CLOCK human	1/14	0.42630572090256647	0.5043977598667002	0	0	1.9016929016929016	1.6213805827694654	STAR
PAX2 mouse	1/14	0.42630572090256647	0.5043977598667002	0	0	1.9016929016929016	1.6213805827694654	WT1
SIX1 mouse	1/14	0.42630572090256647	0.5043977598667002	0	0	1.9016929016929016	1.6213805827694654	CCNA2
TCF3 human	1/14	0.42630572090256647	0.5043977598667002	0	0	1.9016929016929016	1.6213805827694654	CD4
USF2 mouse	1/14	0.42630572090256647	0.5043977598667002	0	0	1.9016929016929016	1.6213805827694654	HMOX1
GATA3 human	2/38	0.4381869012175421	0.5153601166558555	0	0	1.3735681557846506	1.1333444700922424	TGFBR3;CD8A
NR3C1 human	2/38	0.4381869012175421	0.5153601166558555	0	0	1.3735681557846506	1.1333444700922424	CSF1R;BRCA1
ING4 human	1/15	0.4486380176800723	0.5168519852805511	0	0	1.7657657657657657	1.4153299726719688	CXCL8
JUNB human	1/15	0.4486380176800723	0.5168519852805511	0	0	1.7657657657657657	1.4153299726719688	CDKN2A
MLXIPL mouse	1/15	0.4486380176800723	0.5168519852805511	0	0	1.7657657657657657	1.4153299726719688	FAS
NFYA mouse	1/15	0.4486380176800723	0.5168519852805511	0	0	1.7657657657657657	1.4153299726719688	CDK1
NRF1 human	1/15	0.4486380176800723	0.5168519852805511	0	0	1.7657657657657657	1.4153299726719688	SDHB
RFX1 human	1/15	0.4486380176800723	0.5168519852805511	0	0	1.7657657657657657	1.4153299726719688	PCNA
RXRA mouse	1/15	0.4486380176800723	0.5168519852805511	0	0	1.7657657657657657	1.4153299726719688	MPO
ATF2 mouse	1/16	0.47010205292552065	0.5368701705874062	0	0	1.647962247962248	1.2438909256480821	ENTPD1
MECP2 mouse	1/16	0.47010205292552065	0.5368701705874062	0	0	1.647962247962248	1.2438909256480821	S100A9
STAT6 mouse	1/16	0.47010205292552065	0.5368701705874062	0	0	1.647962247962248	1.2438909256480821	GFI1
YY1 human	4/91	0.4744949035848326	0.5403207861630752	0	0	1.1366538952745848	0.8473804820125542	PCNA;STAR;FAS;BRCA1
CREBBP mouse	2/41	0.47742606777358976	0.5420918464057474	0	0	1.2677108115252445	0.9372768706725448	STAR;HMOX1
CEBPB mouse	2/42	0.4901300897706191	0.5461814340957482	0	0	1.2359536082474227	0.8813392789225383	CSF1R;MAFB
BCL6 human	1/17	0.4907315423093777	0.5461814340957482	0	0	1.54488416988417	1.0997382445778374	BCL6
ESR2 mouse	1/17	0.4907315423093777	0.5461814340957482	0	0	1.54488416988417	1.0997382445778374	VEGFA
GATA3 mouse	1/17	0.4907315423093777	0.5461814340957482	0	0	1.54488416988417	1.0997382445778374	CDKN2C
HMGA1 human	1/17	0.4907315423093777	0.5461814340957482	0	0	1.54488416988417	1.0997382445778374	BRCA1
SP7 mouse	1/17	0.4907315423093777	0.5461814340957482	0	0	1.54488416988417	1.0997382445778374	VEGFA
WT1 mouse	1/17	0.4907315423093777	0.5461814340957482	0	0	1.54488416988417	1.0997382445778374	VEGFA
DDIT3 human	1/18	0.5105588935908439	0.5634739609938166	0	0	1.4539329245211599	0.977405366773335	CXCL8
GLI2 human	1/18	0.5105588935908439	0.5634739609938166	0	0	1.4539329245211599	0.977405366773335	FAS
NR5A2 mouse	1/18	0.5105588935908439	0.5634739609938166	0	0	1.4539329245211599	0.977405366773335	CCNE1
TCF3 mouse	2/44	0.514945715131601	0.5667279658152258	0	0	1.1769759450171822	0.7811516273181235	VCAM1;CD5
GATA4 human	1/19	0.5296152578583121	0.5780288409866342	0	0	1.3730873730873732	0.8727404646461991	STAR
NR0B2 mouse	1/19	0.5296152578583121	0.5780288409866342	0	0	1.3730873730873732	0.8727404646461991	MTF1
NR2F2 mouse	1/19	0.5296152578583121	0.5780288409866342	0	0	1.3730873730873732	0.8727404646461991	VEGFA
ELK1 human	1/20	0.547930577662525	0.5882415465913756	0	0	1.300751879699248	0.7825410239556881	CITED2
NANOG mouse	1/20	0.547930577662525	0.5882415465913756	0	0	1.300751879699248	0.7825410239556881	SNAI1
NR1H4 human	1/20	0.547930577662525	0.5882415465913756	0	0	1.300751879699248	0.7825410239556881	VEGFA
PAX3 mouse	1/20	0.547930577662525	0.5882415465913756	0	0	1.300751879699248	0.7825410239556881	MITF
POU2F1 mouse	1/20	0.547930577662525	0.5882415465913756	0	0	1.300751879699248	0.7825410239556881	LPL
VHL human	1/20	0.547930577662525	0.5882415465913756	0	0	1.300751879699248	0.7825410239556881	VEGFA
SIRT1 human	2/48	0.5621162522378224	0.6018309874502772	0	0	1.0744060959211117	0.6189079742385349	NDRG1;ICAM1
FOXA1 human	1/21	0.5655336344558337	0.6038489213430853	0	0	1.2356499356499357	0.7043025560581797	BRCA1
ETV4 human	1/22	0.5824520930496752	0.617342147365247	0	0	1.1767481767481767	0.6360422043370887	PLAUR
SOX2 human	1/22	0.5824520930496752	0.617342147365247	0	0	1.1767481767481767	0.6360422043370887	MKI67
MYOD1 mouse	2/50	0.5844381242823277	0.617342147365247	0	0	1.0295317869415808	0.5529660162717467	RB1;ITGA7
PPARG mouse	2/50	0.5844381242823277	0.617342147365247	0	0	1.0295317869415808	0.5529660162717467	HMOX1;PLIN2
NR5A1 mouse	1/23	0.598712545012393	0.6290473139596876	0	0	1.1232011232011232	0.5761726219912325	STAR
SOX9 human	1/23	0.598712545012393	0.6290473139596876	0	0	1.1232011232011232	0.5761726219912325	MITF
PITX2 mouse	1/24	0.6143405505023014	0.6437504704731563	0	0	1.0743103351799004	0.5234102929932177	PLOD1
NKX2-5 mouse	1/25	0.6293606777180635	0.6525476500550447	0	0	1.0294937794937795	0.4767078894923168	HEXIM1
SRF human	1/25	0.6293606777180635	0.6525476500550447	0	0	1.0294937794937795	0.4767078894923168	HMGXB4
STAT5A mouse	1/25	0.6293606777180635	0.6525476500550447	0	0	1.0294937794937795	0.4767078894923168	PRF1
TWIST2 human	1/25	0.6293606777180635	0.6525476500550447	0	0	1.0294937794937795	0.4767078894923168	ICAM1
HNF1A human	1/26	0.6437965421091797	0.6640205172539706	0	0	0.9882625482625482	0.4352036798641619	VEGFA
SIRT1 mouse	1/26	0.6437965421091797	0.6640205172539706	0	0	0.9882625482625482	0.4352036798641619	TIMP1
NFIC human	1/27	0.6576708423846898	0.6747976872384578	0	0	0.9502029502029502	0.3981832231646586	IRS2
POU5F1 mouse	1/27	0.6576708423846898	0.6747976872384578	0	0	0.9502029502029502	0.3981832231646586	TET2
MEF2C mouse	1/28	0.6710053966636808	0.6849122442629281	0	0	0.9149625816292483	0.36505003177188017	IL1RN
SOX2 mouse	1/28	0.6710053966636808	0.6849122442629281	0	0	0.9149625816292483	0.36505003177188017	JAG1
ESR1 mouse	1/29	0.6838211765793448	0.6926106518567143	0	0	0.8822393822393823	0.3353028702962915	VEGFA
SNAI1 mouse	1/29	0.6838211765793448	0.6926106518567143	0	0	0.8822393822393823	0.3353028702962915	SNAI1
TWIST1 mouse	1/29	0.6838211765793448	0.6926106518567143	0	0	0.8822393822393823	0.3353028702962915	ZYX
CDX2 human	1/32	0.719353565431476	0.7248729022506434	0	0	0.7967368289948935	0.26244694081742476	VDR
LEF1 mouse	1/32	0.719353565431476	0.7248729022506434	0	0	0.7967368289948935	0.26244694081742476	ELANE
POU2F1 human	1/38	0.7788996902036062	0.782873668214849	0	0	0.6673275592194511	0.1667471450720436	VCAM1
PAX6 mouse	1/43	0.8187588640490194	0.8208422199371849	0	0	0.5877305877305877	0.11752593827003736	TLR4
HNF4A human	1/45	0.8326145827204924	0.8326145827204924	0	0	0.560957060957061	0.10275859929600027	RNASE2
